head,tail,label,predict
Q192733,Q649,place served by transport hub,place served by transport hub
Q192733,Q649,place served by transport hub,place served by transport hub
Q192733,Q649,place served by transport hub,place served by transport hub
Q192733,Q649,place served by transport hub,place served by transport hub
Q61052,Q8660,place served by transport hub,place served by transport hub
Q61052,Q8660,place served by transport hub,place served by transport hub
Q61052,Q8660,place served by transport hub,place served by transport hub
Q61052,Q8660,place served by transport hub,place served by transport hub
Q61052,Q8660,place served by transport hub,place served by transport hub
Q61052,Q8660,place served by transport hub,place served by transport hub
Q61052,Q8660,place served by transport hub,NA
Q61052,Q8660,place served by transport hub,NA
Q7051088,Q959951,place served by transport hub,place served by transport hub
Q1431943,Q16739,place served by transport hub,place served by transport hub
Q6587028,Q1643864,place served by transport hub,place served by transport hub
Q780450,Q10103,place served by transport hub,place served by transport hub
Q6499928,Q768628,place served by transport hub,place served by transport hub
Q3886257,Q985253,place served by transport hub,place served by transport hub
Q1433080,Q984544,place served by transport hub,place served by transport hub
Q1433080,Q984544,place served by transport hub,place served by transport hub
Q735756,Q23287,place served by transport hub,place served by transport hub
Q25226,Q19491,place served by transport hub,place served by transport hub
Q4737322,Q332319,place served by transport hub,place served by transport hub
Q11824600,Q675633,place served by transport hub,place served by transport hub
Q3536540,Q115382,place served by transport hub,place served by transport hub
Q1580098,Q1025965,place served by transport hub,place served by transport hub
Q3497354,Q465022,place served by transport hub,place served by transport hub
Q1148527,Q23438,place served by transport hub,place served by transport hub
Q2876024,Q184359,place served by transport hub,place served by transport hub
Q10853545,Q953409,place served by transport hub,place served by transport hub
Q11824383,Q1006493,place served by transport hub,place served by transport hub
Q1364375,Q133073,place served by transport hub,place served by transport hub
Q1656327,Q981872,place served by transport hub,place served by transport hub
Q17430,Q47045,place served by transport hub,place served by transport hub
Q1071990,Q233892,place served by transport hub,place served by transport hub
Q4993131,Q736994,place served by transport hub,place served by transport hub
Q1931305,Q207752,place served by transport hub,place served by transport hub
Q44868,Q16572,place served by transport hub,place served by transport hub
Q390522,Q1943133,place served by transport hub,place served by transport hub
Q206349,Q3870,place served by transport hub,place served by transport hub
Q206349,Q3870,place served by transport hub,place served by transport hub
Q206349,Q3870,place served by transport hub,place served by transport hub
Q1430945,Q131127,place served by transport hub,place served by transport hub
Q7919997,Q57325,place served by transport hub,located in the administrative territorial entity
Q3235623,Q188947,place served by transport hub,place served by transport hub
Q3886801,Q16567,place served by transport hub,place served by transport hub
Q174764,Q37995,place served by transport hub,place served by transport hub
Q7060119,Q957284,place served by transport hub,place served by transport hub
Q21974272,Q1893242,place served by transport hub,place served by transport hub
Q286727,Q1507709,place served by transport hub,place served by transport hub
Q4723923,Q3649471,place served by transport hub,NA
Q1709203,Q2456775,place served by transport hub,place served by transport hub
Q2231898,Q54880,place served by transport hub,place served by transport hub
Q12692544,Q56126,place served by transport hub,place served by transport hub
Q265994,Q2090,place served by transport hub,place served by transport hub
Q7390732,Q323873,place served by transport hub,place served by transport hub
Q7390732,Q323873,place served by transport hub,place served by transport hub
Q654636,Q171882,place served by transport hub,place served by transport hub
Q500945,Q1781,place served by transport hub,place served by transport hub
Q1432898,Q258439,place served by transport hub,place served by transport hub
Q466835,Q61,place served by transport hub,NA
Q1401995,Q270,place served by transport hub,place served by transport hub
Q16895275,Q5105354,place served by transport hub,NA
Q1934947,Q69296,place served by transport hub,place served by transport hub
Q1835578,Q49272,place served by transport hub,place served by transport hub
Q649827,Q43919,place served by transport hub,place served by transport hub
Q29026643,Q6811747,place served by transport hub,place served by transport hub
Q16896455,Q56124,place served by transport hub,place served by transport hub
Q980034,Q975,place served by transport hub,place served by transport hub
Q980034,Q975,place served by transport hub,place served by transport hub
Q980034,Q975,place served by transport hub,place served by transport hub
Q980034,Q975,place served by transport hub,place served by transport hub
Q3912791,Q1018643,place served by transport hub,place served by transport hub
Q948600,Q3711,place served by transport hub,place served by transport hub
Q6492201,Q990764,place served by transport hub,place served by transport hub
Q597321,Q7039,place served by transport hub,place served by transport hub
Q20462075,Q727559,place served by transport hub,place served by transport hub
Q2902231,Q969307,place served by transport hub,place served by transport hub
Q665365,Q24879,place served by transport hub,place served by transport hub
